timestamp,tx_px,ty_px,rotation_2d_rad,scale,shear,inlier_ratio,fit_rmse_px,spatial_coverage,num_valid_tracks,num_inliers,condition_number,motion_quality
0.0,-1.92172615777475e-06,0.06000818435976727,-2.105877060414286e-09,1.0000000111166012,0.0,0.8,3.041454603521378e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.03333333333333333,0.14729685080333257,0.19655654427386093,-0.00046935453924421304,1.0000000153161976,0.0,0.8,4.831769891567687e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.06666666666666667,0.26359425285615257,0.3065753940327436,-0.0009041288289684502,1.0000000023951758,0.0,0.8,5.699109099304853e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.1,0.32361940566453434,0.377914290882155,-0.0012722891311724013,0.9999999977619812,0.0,0.8,5.713605374630999e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.13333333333333333,0.31261938566414865,0.40406213330283525,-0.0015467189402898131,0.999999996898002,0.0,0.8,5.545340919724788e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.16666666666666666,0.22923649045663602,0.3848328705654612,-0.0017071875236234864,0.999999999757586,0.0,0.8,5.541566120949929e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.2,0.08597971736911461,0.32609169499562457,-0.0017418873778951435,1.0000000001993625,0.0,0.8,5.505582472857078e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.23333333333333334,-0.0927929448520245,0.23854025028758075,-0.0016482480582482757,1.0000000040084465,0.0,0.8,5.740148003148256e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.26666666666666666,-0.27505703016137173,0.13584055551196045,-0.001433182898438079,1.0000000048356255,0.0,0.8,6.098458232939829e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.3,-0.42673955597730634,0.032347437531548395,-0.0011125160876017295,0.9999999998834755,0.0,0.8,5.429442059797602e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.3333333333333333,-0.5178039692142825,-0.05911259839812033,-0.0007098878898846105,1.0000000073167652,0.0,0.8,5.5733029873045045e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.36666666666666664,-0.5277259844392963,-0.12908920222989478,-0.00025497966899886055,1.0000000076308286,0.0,0.8,5.972175445491446e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.4,-0.4493839029816882,-0.17269027520359337,0.00021875512867900295,1.0000000060733099,0.0,0.8,5.560556487237432e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.43333333333333335,-0.29071303392320913,-0.18986235114563105,0.0006763408810739005,1.0000000021832156,0.0,0.8,5.541592896243121e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.4666666666666667,-0.07372510152340055,-0.18488505450611797,0.0010840877682351208,0.9999999966370434,0.0,0.8,5.849082916950015e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.5,0.16889124573542455,-0.16508605905235765,0.0014119933931782762,0.9999999973304937,0.0,0.8,5.3826606215884045e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.5333333333333333,0.39906756154637835,-0.13907849080960133,0.0016358677862647515,1.0000000037058085,0.0,0.8,5.58264504941774e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.5666666666666667,0.5796484283847687,-0.11490413912004496,0.0017392043839315934,1.000000000639438,0.0,0.8,5.69988059687441e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.6,0.6806347954146948,-0.09838447873717815,0.0017144080585185996,0.9999999978390585,0.0,0.8,5.73938396795165e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.6333333333333333,0.6842716517879226,-0.0919857181303727,0.0015633143047419369,1.0000000015672732,0.0,0.8,5.568616459666443e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
0.6666666666666666,0.588141356413629,-0.09441261119444716,0.0012970267893113567,1.00000000100837,0.0,0.8214285714285714,4.271190420249355e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.7,0.40571743351198547,-0.10103150830613283,0.0009351891260637728,0.9999999980761187,0.0,0.8214285714285714,3.983398242526273e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.7333333333333333,0.164259049980513,-0.10496268744781401,0.0005044573177016322,0.9999999986205499,0.0,0.8214285714285714,4.3571881479650575e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.7666666666666667,-0.09958750114985229,-0.09870121285112131,3.654901798093126e-05,0.9999999745809338,0.0,0.8214285714285714,4.208358476385114e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.8,-0.34574635325869096,-0.07593031477717813,-0.00043405158592406325,0.9999999961243335,0.0,0.8214285714285714,4.356386416338767e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.8333333333333334,-0.5372357923241469,-0.033134096759164566,-0.0008726668306023253,1.0000000033750889,0.0,0.8214285714285714,4.379181875652798e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.8666666666666667,-0.6461526594192508,0.029225981659638745,-0.0012469927436541183,0.9999999983421934,0.0,0.8214285714285714,4.358656291042447e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.9,-0.6581108212941036,0.10628521686288389,-0.001529448824725904,1.0000000004975311,0.0,0.8214285714285714,4.1677331462072746e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.9333333333333333,-0.5743974925973714,0.18918396106279167,-0.001699213482030154,0.999999992637115,0.0,0.8214285714285714,4.232497180553988e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
0.9666666666666667,-0.41151015336529895,0.26627378587921263,-0.001743805232473657,0.9999999986795597,0.0,0.8214285714285714,4.421122366126665e-06,0.4032000042279561,56,46,357.7956564251589,GOOD
1.0,-0.19813873406225396,0.3249261446201081,-0.001659905354922887,0.9999999962104074,0.0,0.8,5.226908965946747e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.0333333333333334,0.02981794222478551,0.3536793365890324,-0.001453720732568005,0.9999999848628989,0.0,0.8,5.19935022315043e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.0666666666666667,0.2353945579869718,0.3442943757014602,-0.0011404325081699202,1.0000000060005152,0.0,0.8,5.704081613581394e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.1,0.3867690106370382,0.29344888202160263,-0.0007431249430529363,1.000000002236968,0.0,0.8,5.518501811160904e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.1333333333333333,0.46248532306287876,0.20364866442900142,-0.0002910715150124486,0.9999999938396409,0.0,0.8,5.657492010647181e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.1666666666666667,0.45481561698927897,0.08326652227388873,0.00018243139203713083,0.9999999994649972,0.0,0.8,5.569503808499063e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.2,0.3707041556863764,-0.05437452750144073,0.0006424976496211629,1.0000000022273332,0.0,0.8,5.613082014894067e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.2333333333333334,0.23014410126906087,-0.1927584271346335,0.0010552257060283425,0.9999999985152105,0.0,0.8,5.574590797322749e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.2666666666666666,0.062327561059165135,-0.3144951730919674,0.0013901989427672083,0.999999996942388,0.0,0.8,7.389548370867666e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.3,-0.0997609947775425,-0.4038470087079411,0.001622771067678169,0.9999999936034375,0.0,0.8,5.744750752593976e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.3333333333333333,-0.2253475462500563,-0.4490450906429821,0.001735770857822455,0.9999999996393226,0.0,0.8,5.4887790128723766e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.3666666666666667,-0.2913776091266939,-0.4440671668550036,0.0017208917450721238,1.000000001809507,0.0,0.8,5.851186475726114e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.4,-0.2866121640613017,-0.3895382576435368,0.0015792217365520206,1.0000000012734331,0.0,0.8,5.389566691436701e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.4333333333333333,-0.2135486308995162,-0.29264191938467293,0.001321211311995025,1.0000000016975796,0.0,0.8,5.353347232999652e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.4666666666666666,-0.08787656055237891,-0.16604033805355595,0.0009658464209363455,0.9999999989889621,0.0,0.8,5.839906875510354e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.5,0.06447371243993295,-0.0259996552925463,0.000539336671382377,0.9999999981326967,0.0,0.8,4.528598425710905e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.5333333333333334,0.2121045013153225,0.11002676293447719,7.30902513403955e-05,0.999999981025518,0.0,0.8,5.860699115696067e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.5666666666666667,0.32395771792898415,0.22589582361428812,-0.0003985500346960547,1.000000008701681,0.0,0.8,5.72301051862421e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.6,0.3751072319724738,0.3090412509936278,-0.0008408242404942293,1.000000003104475,0.0,0.8,5.797989850049613e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.6333333333333333,0.35145261951350065,0.35207859602385344,-0.0012211430425165617,1.0000000047409836,0.0,0.8,5.880336844867927e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.6666666666666667,0.2525715701045311,0.3535824920832188,-0.0015114959082557016,0.9999999959978153,0.0,0.8,5.699868293701684e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.7,0.09210586617357952,0.3178850291604498,-0.0016905016130285492,0.9999999999848864,0.0,0.8,5.390526808916645e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.7333333333333334,-0.10432215290627542,0.2539833641781773,-0.0017449451684269656,0.9999999953913884,0.0,0.8,5.48850689737701e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.7666666666666666,-0.30339856055726966,0.17379111021521032,-0.0016708412540746228,0.9999999994259148,0.0,0.8,5.568498277078892e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.8,-0.46981697691706337,0.08999977467521872,-0.0014736211213766395,0.999999995013346,0.0,0.8,5.605788227033535e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.8333333333333333,-0.5724623025883524,0.013983520062984756,-0.001167848557865516,1.0000000034761944,0.0,0.8,5.417316731060096e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.8666666666666667,-0.5899499127355021,-0.04594887847314216,-0.000776036506350505,1.0000000090250698,0.0,0.8,5.412640490731931e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.9,-0.5146010655311954,-0.08563130821248066,-0.0003270394844937114,0.9999999967566423,0.0,0.8,5.4305498259767736e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.9333333333333333,-0.3541177709314745,-0.1053063608494064,0.0001460472009822709,0.9999999966547877,0.0,0.8,5.7519926925192984e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
1.9666666666666666,-0.13063755873712346,-0.10905801676970246,0.0006083773322339851,0.9999999965043835,0.0,0.8,5.850459597285697e-06,0.6047999827384949,80,64,430.0314202159302,GOOD
