timestamp,quality,reasons
0.0,GOOD,
0.03333333333333333,GOOD,
0.06666666666666667,GOOD,
0.1,GOOD,
0.13333333333333333,GOOD,
0.16666666666666666,GOOD,
0.2,GOOD,
0.23333333333333334,GOOD,
0.26666666666666666,GOOD,
0.3,GOOD,
0.3333333333333333,GOOD,
0.36666666666666664,GOOD,
0.4,GOOD,
0.43333333333333335,GOOD,
0.4666666666666667,GOOD,
0.5,GOOD,
0.5333333333333333,GOOD,
0.5666666666666667,GOOD,
0.6,GOOD,
0.6333333333333333,GOOD,
0.6666666666666666,GOOD,
0.7,GOOD,
0.7333333333333333,GOOD,
0.7666666666666667,GOOD,
0.8,GOOD,
0.8333333333333334,GOOD,
0.8666666666666667,GOOD,
0.9,GOOD,
0.9333333333333333,GOOD,
0.9666666666666667,GOOD,
1.0,GOOD,
1.0333333333333334,GOOD,
1.0666666666666667,GOOD,
1.1,GOOD,
1.1333333333333333,GOOD,
1.1666666666666667,GOOD,
1.2,GOOD,
1.2333333333333334,GOOD,
1.2666666666666666,GOOD,
1.3,GOOD,
1.3333333333333333,GOOD,
1.3666666666666667,GOOD,
1.4,GOOD,
1.4333333333333333,GOOD,
1.4666666666666666,GOOD,
1.5,GOOD,
1.5333333333333334,GOOD,
1.5666666666666667,GOOD,
1.6,GOOD,
1.6333333333333333,GOOD,
1.6666666666666667,GOOD,
1.7,GOOD,
1.7333333333333334,GOOD,
1.7666666666666666,GOOD,
1.8,GOOD,
1.8333333333333333,GOOD,
1.8666666666666667,GOOD,
1.9,GOOD,
1.9333333333333333,GOOD,
1.9666666666666666,GOOD,
